Name,CodeName,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,UniqueOnlyB,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4,IndexOrder,UniqueOnly,Image,ZukanIndexSuffix,SkillLevelUnlock,SkillUnlockItem,SkillUnlock_,ActiveSkill,ActiveSkillBonus0,ActiveSkillBonus1,ActiveSkillBonus2,ActiveSkillBonus3,ActiveSkillBonus4,Mount,Mount Type,Passive0aCondition,Passive0a,Passive1a,Passive2a,Passive3a,Passive4a,Passive0bCondition,Passive0b,Passive1b,Passive2b,Passive3b,Passive4b,Passive0cCondition,Passive0c,Passive1c,Passive2c,Passive3c,Passive4c
Alpha Galeclaw,BOSS_Eagle,PAL_NAME_Eagle,BOSS_NAME_Eagle,PARTNERSKILL_Eagle,TRUE,EPalTribeID::Eagle,BOSS_Eagle,-1,,EPalSizeType::XL,2,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,120,85,60,100,100,0.2,0.7,10,2010,Boss,None,100,200,600,700,400,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1030,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None,241,FALSE,,,23,SkillUnlock_Eagle,Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Sparkit,BOSS_ElecCat,PAL_NAME_ElecCat,BOSS_NAME_ElecCat,PARTNERSKILL_ElecCat,TRUE,EPalTribeID::ElecCat,BOSS_ElecCat,-1,,EPalSizeType::S,1,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,60,80,70,80,100,0.4,0.77,10,1030,NotInterested,None,40,80,350,500,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1410,0,0,0,1,1,0,0,0,0,0,0,1,0,None,None,None,None,242,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Pal,PAL_ElementPassive_Test,PAL_ElementPassive_1,PAL_ElementPassive_2,PAL_ElementPassive_3,PAL_ElementPassive_4
Alpha Grizzbolt,BOSS_ElecPanda,PAL_NAME_ElecPanda,BOSS_NAME_ElecPanda,PARTNERSKILL_ElecPanda,TRUE,EPalTribeID::ElecPanda,BOSS_ElecPanda,-1,,EPalSizeType::XL,8,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,120,100,100,100,100,0.2,0.7,10,7720,Boss,None,80,140,470,650,210,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,200,0,0,0,3,2,0,2,0,0,0,0,3,0,None,None,None,None,244,TRUE,,,40,SkillUnlock_ElecPanda,Saddle,UniqueRideShooting_Minigun,6,6.6,7.8,9.6,12,TRUE,Ground,,,,,,,,,,,,,,,,,,
Alpha Elphidran,BOSS_FairyDragon,PAL_NAME_FairyDragon,BOSS_NAME_FairyDragon,PARTNERSKILL_FairyDragon,TRUE,EPalTribeID::FairyDragon,BOSS_FairyDragon,-1,,EPalSizeType::XL,7,EPalElementType::Dragon,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,80,80,90,100,100,0.2,0.7,10,5230,Boss,None,83,83,630,900,456,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,130,50,540,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,245,FALSE,,,21,SkillUnlock_FairyDragon,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,ElementAddDrop_Dark_1_PAL,ElementAddDrop_Dark_2_PAL,ElementAddDrop_Dark_3_PAL,ElementAddDrop_Dark_4_PAL,ElementAddDrop_Dark_5_PAL
Alpha Elphidran Aqua,BOSS_FairyDragon_Water,PAL_NAME_FairyDragon_Water,BOSS_NAME_FairyDragon_Water,PARTNERSKILL_FairyDragon_Water,TRUE,EPalTribeID::FairyDragon_Water,BOSS_FairyDragon_Water,-1,,EPalSizeType::XL,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,115,80,80,95,100,100,0.2,0.7,10,5320,Boss,None,83,83,630,900,456,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,130,50,530,0,3,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,246,TRUE,,,28,SkillUnlock_FairyDragon_Water,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,ElementAddDrop_Fire_1_PAL,ElementAddDrop_Fire_2_PAL,ElementAddDrop_Fire_3_PAL,ElementAddDrop_Fire_4_PAL,ElementAddDrop_Fire_5_PAL
Alpha Fenglope,BOSS_FengyunDeeper,PAL_NAME_FengyunDeeper,BOSS_NAME_FengyunDeeper,PARTNERSKILL_FengyunDeeper,TRUE,EPalTribeID::FengyunDeeper,BOSS_FengyunDeeper,-1,,EPalSizeType::XL,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,110,90,100,100,0.2,0.7,10,2250,Boss,None,85,100,750,1150,417,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,980,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,248,FALSE,,,26,SkillUnlock_FengyunDeeper,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Alpha Pyrin,BOSS_FireKirin,PAL_NAME_FireKirin,BOSS_NAME_FireKirin,PARTNERSKILL_FireKirin,TRUE,EPalTribeID::FireKirin,BOSS_FireKirin,-1,,EPalSizeType::XL,6,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,110,95,90,100,100,0.2,0.7,10,6720,Boss,None,100,150,850,1400,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,360,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,249,FALSE,,,30,SkillUnlock_FireKirin,Saddle,,,,,,,TRUE,Ground,together,GiveAFire_Ride,GiveAFire_Ride,GiveAFire_Ride,GiveAFire_Ride,GiveAFire_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Alpha Pyrin Noct,BOSS_FireKirin_Dark,PAL_NAME_FireKirin_Dark,BOSS_NAME_FireKirin_Dark,PARTNERSKILL_FireKirin_Dark,TRUE,EPalTribeID::FireKirin_Dark,BOSS_FireKirin_Dark,-1,,EPalSizeType::XL,7,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,110,95,90,100,100,0.2,0.7,10,7270,Boss,None,100,150,850,1400,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,240,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,250,TRUE,,,33,SkillUnlock_FireKirin_Dark,Saddle,,,,,,,TRUE,Ground,together,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Alpha Rooby,BOSS_FlameBambi,PAL_NAME_FlameBambi,BOSS_NAME_FlameBambi,PARTNERSKILL_FlameBambi,TRUE,EPalTribeID::FlameBambi,BOSS_FlameBambi,-1,,EPalSizeType::S,2,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,100,70,75,100,100,0.4,0.77,10,2950,NotInterested,None,70,100,400,550,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1155,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,251,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Pal,PAL_ElementPassive_Test,PAL_ElementPassive_1,PAL_ElementPassive_2,PAL_ElementPassive_3,PAL_ElementPassive_4
Alpha Arsox,BOSS_FlameBuffalo,PAL_NAME_FlameBuffalo,BOSS_NAME_FlameBuffalo,PARTNERSKILL_FlameBuffalo,TRUE,EPalTribeID::FlameBuffalo,BOSS_FlameBuffalo,-1,,EPalSizeType::XL,4,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,85,100,95,95,100,100,0.2,0.7,10,3520,Boss,None,87,87,600,900,343,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,790,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,252,FALSE,,,16,SkillUnlock_FlameBuffalo,Saddle,,,,,,,TRUE,Ground,,TemperatureInvalid_Cold,TemperatureInvalid_Cold,TemperatureInvalid_Cold,TemperatureInvalid_Cold,TemperatureInvalid_Cold,,,,,,,mounted,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Alpha Dinossom,BOSS_FlowerDinosaur,PAL_NAME_FlowerDinosaur,BOSS_NAME_FlowerDinosaur,PARTNERSKILL_FlowerDinosaur,TRUE,EPalTribeID::FlowerDinosaur,BOSS_FlowerDinosaur,-1,,EPalSizeType::XL,6,EPalElementType::Leaf,EPalElementType::Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,90,85,90,150,100,0.4,0.7,10,3240,NotInterested,None,70,120,550,800,335,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,820,0,0,2,0,0,0,2,0,0,0,0,0,0,None,None,None,None,253,FALSE,,,19,SkillUnlock_FlowerDinosaur,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,ElementBoost_Leaf_PAL_PartnerSKill_1,ElementBoost_Leaf_PAL_PartnerSKill_2,ElementBoost_Leaf_PAL_PartnerSKill_3,ElementBoost_Leaf_PAL_PartnerSKill_4,ElementBoost_Leaf_PAL_PartnerSKill_5
Alpha Dinossom Lux,BOSS_FlowerDinosaur_Electric,PAL_NAME_FlowerDinosaur_Electric,BOSS_NAME_FlowerDinosaur_Electric,PARTNERSKILL_FlowerDinosaur_Electric,TRUE,EPalTribeID::FlowerDinosaur_Electric,BOSS_FlowerDinosaur_Electric,-1,,EPalSizeType::XL,7,EPalElementType::Electricity,EPalElementType::Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,90,90,90,150,100,0.2,0.7,10,3380,NotInterested,None,70,120,550,800,335,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,810,0,0,0,2,0,0,2,0,0,0,0,0,0,None,None,None,None,254,TRUE,,,29,SkillUnlock_FlowerDinosaur_Electric,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,ElementBoost_Electricity_PAL_PartnerSKill_1,ElementBoost_Electricity_PAL_PartnerSKill_2,ElementBoost_Electricity_PAL_PartnerSKill_3,ElementBoost_Electricity_PAL_PartnerSKill_4,ElementBoost_Electricity_PAL_PartnerSKill_5
Alpha Petallia,BOSS_FlowerDoll,PAL_NAME_FlowerDoll,BOSS_NAME_FlowerDoll,PARTNERSKILL_FlowerDoll,TRUE,EPalTribeID::FlowerDoll,BOSS_FlowerDoll,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,95,100,100,100,0.2,0.7,10,3590,NotInterested,None,100,150,550,700,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,780,0,0,3,0,2,2,0,0,0,2,0,1,0,None,None,None,None,255,FALSE,,,,,,Heal_FlowerDoll,400,440,520,640,800,,,,,,,,,,,,,,,,,,,,
Alpha Flopie,BOSS_FlowerRabbit,PAL_NAME_FlowerRabbit,BOSS_NAME_FlowerRabbit,PARTNERSKILL_FlowerRabbit,TRUE,EPalTribeID::FlowerRabbit,BOSS_FlowerRabbit,-1,,EPalSizeType::M,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,100,65,70,100,100,0.2,0.7,10,1220,NotInterested,None,100,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1280,0,0,1,0,1,1,0,0,0,1,0,1,0,None,None,None,None,256,FALSE,,,17,SkillUnlock_FlowerRabbit,Choker,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Celaray,BOSS_FlyingManta,PAL_NAME_FlyingManta,BOSS_NAME_FlyingManta,PARTNERSKILL_FlyingManta,TRUE,EPalTribeID::FlyingManta,BOSS_FlyingManta,-1,,EPalSizeType::XL,3,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,100,70,80,100,100,0.4,0.77,10,2860,NotInterested,None,30,150,550,700,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,870,0,1,0,0,0,0,0,0,0,0,0,1,0,None,None,None,None,257,FALSE,,,7,SkillUnlock_FlyingManta,Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Wixen,BOSS_FoxMage,PAL_NAME_FoxMage,BOSS_NAME_FoxMage,PARTNERSKILL_FoxMage,TRUE,EPalTribeID::FoxMage,BOSS_FoxMage,-1,,EPalSizeType::XL,6,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,50,110,80,120,100,0.2,0.7,10,1540,Boss,None,70,145,440,620,292,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1160,2,0,0,0,3,0,0,0,0,0,0,2,0,None,None,None,None,258,FALSE,,,,,,,,,,,,,,together,GiveAFire,GiveAFire,GiveAFire,GiveAFire,GiveAFire,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_1,GiveElement_TrainerATK_UP_PartnerSkill_2,GiveElement_TrainerATK_UP_PartnerSkill_3,GiveElement_TrainerATK_UP_PartnerSkill_4,GiveElement_TrainerATK_UP_PartnerSkill_5
Alpha Teafant,BOSS_Ganesha,PAL_NAME_Ganesha,BOSS_NAME_Ganesha,PARTNERSKILL_Ganesha,TRUE,EPalTribeID::Ganesha,BOSS_Ganesha,-1,,EPalSizeType::XL,1,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,60,70,100,100,0.4,0.91,10,1000,NotInterested,None,30,60,300,400,180,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1490,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,259,FALSE,,,,,,Heal,200,220,260,320,400,,,,,,,,,,,,,,,,,,,,
Alpha Direhowl,BOSS_Garm,PAL_NAME_Garm,BOSS_NAME_Garm,PARTNERSKILL_Garm,TRUE,EPalTribeID::Garm,BOSS_Garm,-1,,EPalSizeType::M,2,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,110,90,75,100,100,0.4,0.7,10,1920,Boss,None,90,180,800,1050,460,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,70,50,1060,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,260,FALSE,,,9,SkillUnlock_Garm,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,mounted,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Alpha Maraith,BOSS_GhostBeast,PAL_NAME_GhostBeast,BOSS_NAME_GhostBeast,PARTNERSKILL_GhostBeast,TRUE,EPalTribeID::GhostBeast,BOSS_GhostBeast,-1,,EPalSizeType::XL,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,50,105,80,100,100,0.2,0.7,10,1570,Boss,None,100,160,600,900,365,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,1150,0,0,0,0,0,2,0,1,0,0,0,0,0,None,None,None,None,261,FALSE,,,23,SkillUnlock_GhostBeast,Saddle,,,,,,,TRUE,Ground,together,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Alpha Gorirat,BOSS_Gorilla,PAL_NAME_Gorilla,BOSS_NAME_Gorilla,PARTNERSKILL_Gorilla,TRUE,EPalTribeID::Gorilla,BOSS_Gorilla,-1,,EPalSizeType::XL,5,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,110,95,90,100,100,0.2,0.7,10,2010,Boss,None,66,100,550,720,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1040,0,0,0,0,1,0,2,0,0,0,0,3,0,PAL_rude,None,None,None,263,FALSE,,,,,,Berserk,,,,,,,,,,,,,,,,,,,,skill buff,Attack_ACC_up1_Gorilla,Attack_ACC_up2_Gorilla,Attack_ACC_up3_Gorilla,Attack_ACC_up4_Gorilla,Attack_ACC_up5_Gorilla
Alpha Mammorest,BOSS_GrassMammoth,PAL_NAME_GrassMammoth,BOSS_NAME_GrassMammoth,PARTNERSKILL_GrassMammoth,TRUE,EPalTribeID::GrassMammoth,BOSS_GrassMammoth,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,150,100,85,90,30,100,0.2,0.7,10,9450,NotInterested,None,100,135,430,700,282,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,300,0,0,2,0,0,0,2,2,0,0,0,0,0,None,None,None,None,265,FALSE,,,28,SkillUnlock_GrassMammoth,Saddle,,,,,,,TRUE,Ground,together,Logging_up2_Otomo_only,Logging_up3_Otomo_only,Logging_up4_Otomo_only,Logging_up5_Otomo_only,Logging_up6_Otomo_only,,,,,,,together,Mining_up2_Otomo_only,Mining_up3_Otomo_only,Mining_up4_Otomo_only,Mining_up5_Otomo_only,Mining_up6_Otomo_only
Alpha Mammorest Cryst,BOSS_GrassMammoth_Ice,PAL_NAME_GrassMammoth_Ice,BOSS_NAME_GrassMammoth_Ice,PARTNERSKILL_GrassMammoth_Ice,TRUE,EPalTribeID::GrassMammoth_Ice,BOSS_GrassMammoth_Ice,-1,,EPalSizeType::XL,9,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,150,100,90,90,30,100,0.2,0.7,10,9710,NotInterested,None,100,135,430,700,282,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,290,0,0,0,0,0,0,2,2,0,0,2,0,0,None,None,None,None,266,TRUE,,,45,SkillUnlock_GrassMammoth_Ice,Saddle,,,,,,,TRUE,Ground,together,Logging_up2_Otomo_only,Logging_up3_Otomo_only,Logging_up4_Otomo_only,Logging_up5_Otomo_only,Logging_up6_Otomo_only,,,,,,,together,Mining_up2_Otomo_only,Mining_up3_Otomo_only,Mining_up4_Otomo_only,Mining_up5_Otomo_only,Mining_up6_Otomo_only
Alpha Mossanda,BOSS_GrassPanda,PAL_NAME_GrassPanda,BOSS_NAME_GrassPanda,PARTNERSKILL_GrassPanda,TRUE,EPalTribeID::GrassPanda,BOSS_GrassPanda,-1,,EPalSizeType::XL,6,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,90,90,100,100,0.2,0.7,10,6200,Boss,None,50,100,500,800,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,430,0,0,2,0,2,0,2,0,0,0,0,3,0,None,None,None,None,267,FALSE,,,24,SkillUnlock_GrassPanda,Saddle,UniqueRideShooting_DualGrenadeLauncher,30,33,39,48,60,TRUE,Ground,,,,,,,,,,,,,,,,,,
Alpha Mossanda Lux,BOSS_GrassPanda_Electric,PAL_NAME_GrassPanda_Electric,BOSS_NAME_GrassPanda_Electric,PARTNERSKILL_GrassPanda_Electric,TRUE,EPalTribeID::GrassPanda_Electric,BOSS_GrassPanda_Electric,-1,,EPalSizeType::XL,7,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,0.2,0.7,10,6610,Boss,None,50,100,500,800,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,390,0,0,0,2,2,0,2,0,0,0,0,3,0,None,None,None,None,268,TRUE,,,25,SkillUnlock_GrassPanda_Electric,Saddle,UniqueRideShooting_DualGrenadeLauncher,30,33,39,48,60,TRUE,Ground,,,,,,,,,,,,,,,,,,
Alpha Verdash,BOSS_GrassRabbitMan,PAL_NAME_GrassRabbitMan,BOSS_NAME_GrassRabbitMan,PARTNERSKILL_GrassRabbitMan,TRUE,EPalTribeID::GrassRabbitMan,BOSS_GrassRabbitMan,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,115,90,100,100,0.2,0.7,10,2200,Boss,None,50,195,500,700,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,990,0,0,2,0,3,3,2,0,0,0,0,2,0,None,None,None,None,269,FALSE,,,,,,,,,,,,,,together,GiveALeaf,GiveALeaf,GiveALeaf,GiveALeaf,GiveALeaf,,,,,,,,MoveSpeed_up_PartnerSkill_1,MoveSpeed_up_PartnerSkill_2,MoveSpeed_up_PartnerSkill_3,MoveSpeed_up_PartnerSkill_4,MoveSpeed_up_PartnerSkill_5
Alpha Helzephyr,BOSS_HadesBird,PAL_NAME_HadesBird,BOSS_NAME_HadesBird,PARTNERSKILL_HadesBird,TRUE,EPalTribeID::HadesBird,BOSS_HadesBird,-1,,EPalSizeType::XL,7,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,125,100,100,100,0.2,0.7,10,7840,Boss,None,100,100,700,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,9,TRUE,TRUE,170,50,190,0,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None,271,FALSE,,,33,SkillUnlock_HadesBird,Saddle,,,,,,,TRUE,Fly+Land,together,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,GiveADark_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
